decision,reason_code,reason,title,year,venue,doi,arxiv,url,source_file,abstract_snippet
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Joint 2D-DOA and Carrier Frequency Estimation Technique Using Nonlinear Kalman Filters for Cognitive Radio,2017,IEEE Access,10.1109/access.2017.2768221,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8091116,ieee_xplore_2026-02-19_06-02-26.csv,The problem of jointly estimating carrier frequencies and their corresponding two-dimension direction of arrivals (DOA) of band-limited source signals is considered in this paper for cognitive radio. The main problem of estimating carrier frequencies spread over a wideband spectr...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,An Indirect Location Method for Indoor Target Tracking Based on Single Acoustic Vector Sensor,2019,"2019 IEEE 4th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",10.1109/iaeac47372.2019.8997631,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8997631,ieee_xplore_2026-02-19_06-02-26.csv,"The traditional capon spectra estimation is not suitable for extracting direction of arrival (DOA) under impulse noise. In the case of tracking and locating a single target with a single acoustic vector sensor (AVS), the extracted DOA may be incorrect at low signal-to-noise ratio..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Millidegree-Level Direction-of-Arrival (DoA) Estimation and Tracking for Terahertz Wireless Communications,2020,"2020 17th Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)",10.1109/secon48991.2020.9158439,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9158439,ieee_xplore_2026-02-19_06-02-26.csv,"The Terahertz (0.1-10 THz) band is envisioned to meet the rapid growth of wireless data rates. Achieving high beamforming gain and reduced hardware complexity, the array-of-subarrays (AoSA) hybrid beamforming is a promising technology to be adopted for THz communications. The gen..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,"Direction-of-Arrival Estimation With Virtual Antenna Array: Observability Analysis, Local Oscillator Frequency Offset Compensation, and Experimental Results",2021,IEEE Transactions on Instrumentation and Measurement,10.1109/tim.2021.3088434,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9452144,ieee_xplore_2026-02-19_06-02-26.csv,"Estimating the direction-of-arrival (DoA) of radio frequency sources is essential in many wireless applications. Traditional DoA estimation based on bearing measurements requires multiantenna arrays, which is not suitable for portable electronics for its large form factor. In thi..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Effect of parameters of phase-modulated M-sequence signal on direction-of-arrival and localization error,2016,2016 International Conference on Indoor Positioning and Indoor Navigation (IPIN),10.1109/ipin.2016.7743612,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7743612,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, signals for acoustic beacons with M sequence are evaluated with various parameters for self-localization of mobile robot. The effect of (i) baud rate, (ii) carrier frequency and (iii) order of M sequence on DOA estimation error and localization error are evaluated ..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Distributed Direction of Arrival Estimation-Aided Cyberattack Detection in Networked Multi-Robot Systems,2018,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2018.8594465,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594465,ieee_xplore_2026-02-19_06-02-26.csv,"This study proposes a Direction of Arrival (DoA)-aided attack detection scheme to identify cyberattacks on networked multi-robot systems. For each agent, a local estimator is designed to generate robust residuals, and a parametric statistical tool corresponding to the residuals i..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Joint Device Positioning and Clock Synchronization in 5G Ultra-Dense Networks,2017,IEEE Transactions on Wireless Communications,10.1109/twc.2017.2669963,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880669,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we address the prospects and key enabling technologies for highly efficient and accurate device positioning and tracking in fifth generation (5G) radio access networks. Building on the premises of ultra-dense networks as well as on the adoption of multicarrier wave..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Kalman filter based localization and tracking estimation for HIMR RFID systems,2018,2018 IEEE International Conference on RFID (RFID),10.1109/rfid.2018.8376199,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376199,ieee_xplore_2026-02-19_06-02-26.csv,"Fine-scale RFID motion capture and localization systems are important for emerging applications such as robotic wayfaring, virtual reality, remote motion capture, and tracking. Among all RFID localization and tracking systems, hybrid schemes have the highest accuracy (5-400 cm) a..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Phase Difference of Arrival Aided Downlink Time Difference of Arrival Ultra-Wide Band Positioning System,2025,IEEE Access,10.1109/access.2025.3567821,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10990153,ieee_xplore_2026-02-19_06-02-26.csv,"Currently there is a growing demand for accurate and reliable positioning indoors or in other environments, where Global Navigation Satellite Systems (GNSS) are unavailable. The precise positioning is required for example by autonomous vehicles used in the industry, safety anti-c..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,An augmented cubature Kalman filter for nonlinear dynamical systems with random parameters,2017,2017 36th Chinese Control Conference (CCC),10.23919/chicc.2017.8027496,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8027496,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we investigate the Bayesian filtering problem for discrete nonlinear dynamical systems which contain random parameters. An augmented cubature Kalman filter (CKF) is developed to deal with the random parameters, where the state vector is enlarged by incorporating th..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Beam Tracking for Distributed Millimeter-Wave Massive MIMO Systems Based on the Unscented Kalman Filter,2022,IEEE Wireless Communications Letters,10.1109/lwc.2022.3140852,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9672140,ieee_xplore_2026-02-19_06-02-26.csv,"In this letter, a beam tracking problem is studied in distributed millimeter-wave (mm-wave) massive multiple-input multiple-output (MIMO) systems. Firstly, a monopulse beam direction estimation method for a distributed mm-wave massive MIMO system is introduced. However, this meth..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Joint Rogue Drone Detection and Tracking Fusing DOA and Passive Radar Measurements,2024,2024 International Conference on Unmanned Aircraft Systems (ICUAS),10.1109/icuas60882.2024.10557126,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10557126,ieee_xplore_2026-02-19_06-02-26.csv,"Advancements in unmanned aircraft systems (UASs) have led to a considerable increase in unlawful operations of these systems over critical infrastructures and public spaces. In this work, a system that is implemented utilizing software-defined radio and signals of opportunity (SO..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Joint Algorithm Based on Interference Suppression and Kalman Filter for Bearing-Only Weak Target Robust Tracking,2019,IEEE Access,10.1109/access.2019.2940956,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8835892,ieee_xplore_2026-02-19_06-02-26.csv,"Aiming at the problems in the bearing-only tracking (BOT) of underwater weak target in the presence of interferers, such as discontinuity of tracking trajectory and target loss, a novel joint algorithm based on interference suppression (IS) and Kalman filter (ISKF) is proposed in..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,4D Passive Radar for Drone Detection and Tracking,2021,2021 21st International Radar Symposium (IRS),10.23919/irs51887.2021.9466190,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9466190,ieee_xplore_2026-02-19_06-02-26.csv,"An upgraded version of IDEPAR demonstrator capable of detecting and extracting parameters from targets in a 4D measurements space(range, Doppler, azimuth and elevation) is presented to allow the localization of small aerial drones in the Cartesian space (x,y,z). A two-stage spati..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Design on Airborne Positioning System Based on Improved Kalman Filtering,2018,2018 International Conference on Information Systems and Computer Aided Education (ICISCAE),10.1109/iciscae.2018.8666849,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8666849,ieee_xplore_2026-02-19_06-02-26.csv,"For improving the efficiency of positioning during radio signal source locating, it designs airborne positioning system based on the modified Kalman filtering. Using software radio technology, FPGA is adopted to improve algorithm efficiency. The sequential fusion algorithm with K..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Joint Recursive Receiver and Emitter Geolocation Using Time Difference of Arrival Measurements,2023,"2023 57th Asilomar Conference on Signals, Systems, and Computers",10.1109/ieeeconf59524.2023.10476880,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10476880,ieee_xplore_2026-02-19_06-02-26.csv,This paper considers the joint recursive estimation of the position of a distributed receiver array and a number of emitters using range measurements between receivers and time difference of arrival measurements between emitters and pairs of receivers. The ranges are used as meas...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Cartesian Tracking for Advanced Driver Assistance Imaging Radar Systems,2020,2020 13th International Conference on Communications (COMM),10.1109/comm48946.2020.9142023,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9142023,ieee_xplore_2026-02-19_06-02-26.csv,"This paper presents an approach of using the Kalman Filter to track automotive radar detections in Cartesian space, useful for Radar-Vision fusion. A typical automotive radar would extract, for every detection, its respective range, radial velocity and Direction of Arrival. The p..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Performance analysis of novel Joint GPS Anti-jamming and Anti-spoofing detection,2023,2023 IEEE 20th India Council International Conference (INDICON),10.1109/indicon59947.2023.10440684,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10440684,ieee_xplore_2026-02-19_06-02-26.csv,"Global Positioning System (GPS), a technology integrated into an extensive range of contemporary devices and applications, is increasingly vulnerable to harmful interference, including spoofing and jamming. These hostile actions pose significant risks, causing disturbances that r..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Design and Implementation of UAV Localization System Based on Software Defined Radio and Camera,2025,2025 IEEE 17th International Conference on Electronic Measurement & Instruments (ICEMI),10.1109/icemi66537.2025.11306515,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11306515,ieee_xplore_2026-02-19_06-02-26.csv,This paper investigates a passive localization system for Unmanned Aerial Vehicles (UAVs) based on the fusion of Software Defined Radio (SDR) and visual sensors. The system consists of two USRP B210 SDRs and a Realsense camera to estimate the relative location of the UAV in 3D sp...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,User Positioning in mmW 5G Networks Using Beam-RSRP Measurements and Kalman Filtering,2018,2018 21st International Conference on Information Fusion (FUSION),10.23919/icif.2018.8455289,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8455289,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we exploit the 3D-beamforming features of multiantenna equipment employed in fifth generation (5G) networks, operating in the millimeter wave (mmW) band, for accurate positioning and tracking of users. We consider sequential estimation of users' positions, and prop..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,"Virtual Multiantenna Array for Estimating the Direction of a Transmitter: System, Bounds, and Experimental Results",2018,IEEE Transactions on Vehicular Technology,10.1109/tvt.2017.2762728,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8067441,ieee_xplore_2026-02-19_06-02-26.csv,"A method is proposed to estimate the direction of a radio-frequency transmitter with a mobile single-antenna receiver. By considering the received signal at several points along its trajectory, the receiver implicitly creates a virtual multiantenna array, which can be used to est..."
